original_title
The Island
Bedazzled
Speed
Speed 2: Cruise Control
Crash
The Net
A Time to Kill
Freedom Writers
Bill & Ted's Excellent Adventure
Bill & Ted's Bogus Journey
La sirène du Mississipi
The Legend of Zorro
La Marche de l'empereur
The Hunt for Red October
Ray
The Reaping
Beneath the Planet of the Apes
Escape from the Planet of the Apes
Conquest of the Planet of the Apes
Hostel
Hostel: Part II
The Devil's Rejects
Anatomie
Con Air
Battle for the Planet of the Apes
Copycat
All the King's Men
Captain Corelli's Mandolin
The Incredible Hulk
West Side Story
Iron Man
The Forbidden Kingdom
The Mummy Returns
The Mummy: Tomb of the Dragon Emperor
Michael Collins
Captain America: The First Avenger
Fahrenheit 9/11
Roger & Me
An Inconvenient Truth
Footloose
Stuck on You
Velvet Goldmine
The Rules of Attraction
The Devil's Advocate
Phone Booth
"You, Me and Dupree"
50 First Dates
Lord of War
The Next Best Thing
Dogma
Rent
Entrapment
Man on the Moon
World Trade Center
Transformers
Pirates of the Caribbean: On Stranger Tides
Goodbye Bafana
Fear and Loathing in Las Vegas
Red Dawn
Malcolm X
The Karate Kid
Marie Antoinette
The Empire Strikes Back
Return of the Jedi
Star Wars: Episode I - The Phantom Menace
Star Wars: Episode II - Attack of the Clones
Star Wars: Episode III - Revenge of the Sith
Traffic
In Good Company
Vanilla Sky
Memoirs of a Geisha
The Beach
Don Juan DeMarco
The 13th Warrior
Mar adentro
Sweet November
Superman
Hulk
The Amazing Spider-Man
Stomp the Yard
The Others
Shakespeare in Love
eXistenZ
An Unfinished Life
Crank
Zodiac
Lucky You
Manderlay
The Butterfly Effect
The Elephant Man
Gerry
Enough
8 femmes
My Name Is Bruce
Alexander
Bandidas
The Grudge
The Grudge 2
4: Rise of the Silver Surfer
The Constant Gardener
A Mighty Heart
My Blueberry Nights
Lara Croft: Tomb Raider
Lara Croft Tomb Raider: The Cradle of Life
Deux frères
In the Bedroom
We Own the Night
Wu Ji
"4 luni, 3 săptămîni și 2 zile"
Persepolis
Le scaphandre et le papillon
The Wedding Planner
Mr. Deeds
Hidalgo
The Patriot
Hostage
Training Day
Along Came a Spider
The Lake House
"I, Robot"
Mr. Holland's Opus
Open Range
The Station Agent
Original Sin
National Treasure
Ratatouille
Mission to Mars
The Whole Nine Yards
Flirting with Disaster
X-Men Origins: Wolverine
Birthday Girl
Romeo Must Die
Romeo Is Bleeding
The Last Castle
American Pie
Wasabi
Payback
Final Fantasy: The Spirits Within
Out of Time
L.A. Confidential
Days of Thunder
The Whole Ten Yards
"Me, Myself & Irene"
The Perfect Storm
The Time Machine
Kiss of the Dragon
Cop Land
The Cotton Club
Reindeer Games
Lost in Space
Chill Factor
Breakdown
The Glass House
Big Trouble
Death at a Funeral
16 Blocks
Aimee & Jaguar
Unfaithful
Eastern Promises
Valkyrie
Chasing Amy
"Paris, je t'aime"
The Golden Compass
Stardust
The General's Daughter
Bicentennial Man
Big
Rize
Closer
Cold Mountain
Jakob the Liar
Clerks
Mallrats
Jay and Silent Bob Strike Back
Clerks II
Space Jam
Inkheart
Beowulf
In the Name of the King: A Dungeon Siege Tale
Executive Decision
Reign Over Me
Sicko
Topaz
Astérix aux Jeux Olympiques
The Greatest Story Ever Told
The Nativity Story
Harley Davidson and the Marlboro Man
The Chronicles of Narnia: Prince Caspian
Eragon
The Princess Bride
The Bourne Identity
The Bourne Supremacy
The Bourne Ultimatum
Spanglish
The Aviator
The Tailor of Panama
Code 46
Born on the Fourth of July
Shopgirl
Splash
Return to Me
The Specialist
The Mothman Prophecies
Deconstructing Harry
Two Weeks Notice
The Game
Hard Candy
What Lies Beneath
Batman
House of 1000 Corpses
Dark City
The Blair Witch Project
The Bounty
Signs
Memoirs of an Invisible Man
Evan Almighty
15 Minutes
40 Days and 40 Nights
About Schmidt
The Abyss
Adaptation.
American Pie 2
American Splendor
The Curse of the Jade Scorpion
Pierrot le fou
Pitch Black
The Chronicles of Riddick
My Boss's Daughter
Identity
Un long dimanche de fiançailles
The Apostle
As Good as It Gets
The Astronaut's Wife
The Addams Family
The First Wives Club
License to Wed
Hairspray
Becoming Jane
Roar
1408
Jekyll and Hyde ... Together Again
Gods and Monsters
Young Frankenstein
Ночной дозор
Ace Ventura: Pet Detective
Doctor Dolittle
Intolerance
The Big Parade
42nd Street
It Happened One Night
Top Hat
Modern Times
Mr. Smith Goes to Washington
Red River
Basic Instinct 2
Midnight Cowboy
Gangs of New York
Bad Company
Bambi
Bandits
Barry Lyndon
Beavis and Butt-Head Do America
"Good Night, and Good Luck."
Dirty Pretty Things
The Train
88 Minutes
A Scanner Darkly
Under Siege 2: Dark Territory
U-571
"Girl, Interrupted"
Changeling
Bogus
The Number 23
Ransom
I Know What You Did Last Summer
I Still Know What You Did Last Summer
Flash Gordon
Girl with a Pearl Earring
No Reservations
54
Flags of Our Fathers
The Lady from Shanghai
Things We Lost in the Fire
I'm Not There.
Corpse Bride
What Women Want
Team America: World Police
Beetlejuice
The Believer
My Girl
Black Rain
Bloody Sunday
The Transporter
Blow
Road to Perdition
Revolutionary Road
Trade
Spellbound
Scream
Scream 2
Scream 3
The Kid
Scary Movie 2
Veer-Zaara
Scary Movie 3
Scary Movie 4
Scary Movie 5
Charlie's Angels
Atonement
Pride & Prejudice
The Kingdom
Monster-in-Law
Shall We Dance?
G.I. Jane
The Brothers Grimm
Seabiscuit
My Super Ex-Girlfriend
Legends of the Fall
The Devil's Own
The Assassination of Jesse James by the Coward Robert Ford
30 Days of Night
Lions for Lambs
Elizabeth: The Golden Age
Elizabeth
Enchanted
Panic Room
친절한 금자씨
Be Cool
The Machinist
Michael Clayton
Sense and Sensibility
Armored
Raising Helen
The Sum of All Fears
Hot Fuzz
Jindabyne
Across the Universe
Southland Tales
Runaway Bride
Ghost Dog: The Way of the Samurai
The Jackal
Layer Cake
The Invasion
Dark Blue
Confessions of a Dangerous Mind
The Curious Case of Benjamin Button
Hang 'em High
ハウルの動く城
Leatherheads
Burn After Reading
10 Things I Hate About You
Be Kind Rewind
The Legend of Bagger Vance
The International
"Synecdoche, New York"
Knocked Up
Impostor
Keeping the Faith
Gothika
American Gangster
Boogie Nights
Wonderland
Vicky Cristina Barcelona
Severance
August Rush
Rendition
Martian Child
Sky Captain and the World of Tomorrow
The Astronaut Farmer
Rush Hour 3
Rush Hour 2
3:10 to Yuma
The Good Heart
Kiss Kiss Bang Bang
The Polar Express
Gosford Park
The Hunting Party
Happily N'Ever After
Battlefield Earth
George and the Dragon
The Fugitive
The Ladykillers
Les Choristes
RoboCop 3
Space Cowboys
Bee Movie
The Blue Lagoon
Control
Beyond the Valley of the Dolls
Once
Baghead
Tom Jones
Torn Curtain
The Sentinel
Sweet Sweetback's Baadasssss Song
Angel Eyes
Family Plot
The Mist
De jurk
A Bridge Too Far
Into the Wild
The Great Escape
The Pledge
Along Came Polly
We're No Angels
The Family Man
Elling
The Good Thief
Sorority Boys
P.S. I Love You
Shanghai Knights
Six Days Seven Nights
Kiss of Death
The Mexican
Salvador
Dracula
Spice World
Dreamcatcher
Cat People
Reign of Fire
Coyote Ugly
Three Kings
Practical Magic
Racing Stripes
The Shipping News
Freddy vs. Jason
Alvin and the Chipmunks
Beyond the Sea
I Am Legend
Arachnophobia
The Dukes of Hazzard
First Knight
The Contender
El orfanato
Charlie Wilson's War
Idle Hands
27 Dresses
Walk Hard: The Dewey Cox Story
Lars and the Real Girl
The Peacemaker
Love in the Time of Cholera
Transsiberian
Zathura: A Space Adventure
Failure to Launch
One Missed Call
The Village
Outbreak
The 40 Year Old Virgin
The Wedding Date
The Weather Man
Something's Gotta Give
Der Baader Meinhof Komplex
Australia
In the Valley of Elah
No Country for Old Men
Big Trouble in Little China
White Noise 2: The Light
Cloverfield
Coach Carter
The Punisher
Meet the Spartans
Duplex
Equilibrium
Lonesome Jim
Maid in Manhattan
Running Scared
Alive
Juno
The Rage: Carrie 2
There Will Be Blood
Tropa de Elite
The Bucket List
Sahara
Chicken Run
Brothers
Tropic Thunder
Titan A.E.
xXx
The Hitchhiker's Guide to the Galaxy
Speed Racer
Vantage Point
Open Season
Shooter
Knockaround Guys
1947: Earth
Water
Running with Scissors
Idiocracy
London
Smokin' Aces
Over the Hedge
Come Early Morning
The Libertine
Fun with Dick and Jane
Waiting...
Die Welle
Resident Evil: Extinction
Half Nelson
Shine
Down in the Valley
Harsh Times
Black Snake Moan
Rang De Basanti
Run Fatboy Run
Shine a Light
سكر بنات
The Wolfman
The Kite Runner
The Lovely Bones
Behind Enemy Lines
Highlander
Highlander III: The Sorcerer
Get Shorty
Gigli
Punch-Drunk Love
The Three Burials of Melquiades Estrada
The Imaginarium of Doctor Parnassus
The Reader
Married Life
21
Desperado
Barbarella
Alien³
Alien: Resurrection
Suspect Zero
Untraceable
Cleopatra
You Kill Me
Napoleon Dynamite
Ronin
Midnight in the Garden of Good and Evil
The Quiet American
Æon Flux
The Spiderwick Chronicles
8MM
Jumper
Bienvenue chez les ch'tis
Disturbia
The Savages
American Wedding
The Spirit
Poetic Justice
Four Brothers
Howards End
In Bruges
Holes
Step Up 2: The Streets
[REC]
They Live
Blindness
My Big Fat Greek Wedding
Ice Age: Dawn of the Dinosaurs
What the #$*! Do We (K)now!?
Cast Away
Kit Kittredge: An American Girl
Superbad
Robin Hood: Prince of Thieves
Transformers: Revenge of the Fallen
The Boondock Saints
How High
"Definitely, Maybe"
Day of the Dead
A Man Apart
Event Horizon
Il conformista
I Spy
A Cock and Bull Story
The 6th Day
Never Back Down
Drillbit Taylor
Funny Games
Dumb and Dumber
Animal House
John Q
Wild Wild West
Hitch
Ali
Superman II
Little Voice
Shanghai Noon
The Lion King
Dick Tracy
Prom Night
The History Boys
Master and Commander: The Far Side of the World
The Exorcism of Emily Rose
The Happening
Bringing Out the Dead
Deep Impact
K-19: The Widowmaker
Charlie Bartlett
Orgazmo
Fool's Gold
Taken
Snake Eyes
The League of Extraordinary Gentlemen
Anchorman: The Legend of Ron Burgundy
The Thin Red Line
Albino Alligator
Baby Mama
Mad Max 2
Doom
Evita
Timecop
Conspiracy Theory
Legally Blonde
The X Files: I Want to Believe
Mercury Rising
Casper
DragonHeart
Entre les murs
Against the Ropes
The Cell
Standard Operating Procedure
The Bank Job
Alfie
The Shadow
Steel
"Dude, Where’s My Car?"
Eight Legged Freaks
Red Planet
How the Grinch Stole Christmas
Wayne's World
My Best Friend's Wedding
Timber Falls
Pale Rider
Flammen & Citronen
Vals Im Bashir
Wanted
Pet Sematary
Deep Blue Sea
Antz
Garfield
Jeepers Creepers
Wendy and Lucy
What Just Happened
I Love You Phillip Morris
Steamboy
Hancock
Bad Boys II
Crimson Tide
Twilight
The Tree of Life
Boogeyman
The Out-of-Towners
The Marine
A Lot Like Love
Assault on Precinct 13
Dear Frankie
ต้มยำกุ้ง
Disclosure
The River Wild
Stop-Loss
Friends with Money
Derailed
Hellraiser
Just Like Heaven
The Insider
Dark Water
Jackass: The Movie
Midnight Run
Treasure Planet
The Santa Clause 2
All the Boys Love Mandy Lane
Spirit: Stallion of the Cimarron
The Importance of Being Earnest
The Guru
What Happens in Vegas
The Eye
Big Daddy
The Banger Sisters
Slither
Eight Below
The Cave
The Family Stone
Amen.
DOA: Dead or Alive
Tales from the Crypt: Demon Knight
Tank Girl
Little Man
The Man
Zwartboek
The American President
Home for the Holidays
Snow White: A Tale of Terror
The Four Feathers
Mary Reilly
Medicine Man
Sgt. Bilko
The Craft
Buffalo Soldiers
Broken Arrow
S.W.A.T.
Welcome to Collinwood
Blue Crush
Eraser
Virtuosity
Ace Ventura: When Nature Calls
Death to Smoochy
The Faculty
The Sting
Jingle All the Way
Femme Fatale
Witness
11:14
Road Trip
Final Destination 3
Dungeons & Dragons: Wrath of the Dragon God
The Longest Day
Crocodile Dundee in Los Angeles
The Longest Yard
Hudson Hawk
Phenomenon
Monster House
Up Close & Personal
Bound
Multiplicity
The Island of Dr. Moreau
American Dreamz
Smilla's Sense of Snow
Mortal Kombat
The Man in the Iron Mask
Flightplan
The Nutty Professor
Clear and Present Danger
The Scorpion King
Transporter 2
Police Academy
Click
The Core
The Mask of Zorro
Kids
Species
Cliffhanger
EuroTrip
Nacho Libre
Mad Max Beyond Thunderdome
One Hour Photo
Final Destination 2
Anaconda
The Last of the Mohicans
Tremors
Donnie Brasco
El Mariachi
Super Size Me
Death Becomes Her
Thir13en Ghosts
Babylon A.D.
Hollow Man
Starsky & Hutch
Conan the Barbarian
Thank You for Smoking
Renaissance
Jerry Maguire
The Descent
Crocodile Dundee II
Zoolander
Set It Off
Surf's Up
The Man Who Knew Too Little
Money Talks
A Civil Action
Disturbing Behavior
Soldier
The Full Monty
The Royal Tenenbaums
A Night at the Roxbury
Go
The Edge
Grosse Pointe Blank
Kiss the Girls
Primary Colors
Stepmom
Chariots of Fire
Anastasia
Babe: Pig in the City
The Big Hit
The Borrowers
Election
Bulworth
EverAfter
The Corruptor
Deep Rising
Woodstock
Buffalo '66
Celebrity
He Got Game
功夫
Charlie's Angels: Full Throttle
DodgeBall: A True Underdog Story
"South Park: Bigger, Longer & Uncut"
A Knight's Tale
The Bone Collector
Johnny English
A Bug's Life
Spy Kids 2: The Island of Lost Dreams
You've Got Mail
Half Baked
Twins
The Crow
Kung Fu Panda
Glengarry Glen Ross
Man on Fire
Garfield: A Tail of Two Kitties
The Matador
Menace II Society
Bully
A Prairie Home Companion
Superman III
Final Destination
Red Dragon
Analyze This
Jersey Girl
Prince of Persia: The Sands of Time
FearDotCom
The Adventures of Ford Fairlane
The Right Stuff
十面埋伏
The Exorcist
Rabbit-Proof Fence
Boat Trip
Timeline
Any Given Sunday
The Fan
Tears of the Sun
The Black Hole
Dazed and Confused
Blood Work
Flubber
Tootsie
A Guy Thing
Divine Secrets of the Ya-Ya Sisterhood
Little Women
Quigley Down Under
That Thing You Do!
Last Action Hero
Double Impact
Babe
Big Momma's House
Clueless
Super Mario Bros.
Conan the Destroyer
Spider
Happy Gilmore
The Fast and the Furious: Tokyo Drift
The Order
Tango & Cash
Dante's Peak
Paycheck
Elizabethtown
The Juror
On Deadly Ground
The Glimmer Man
Red Sonja
The Negotiator
Scooby-Doo
Cheaper by the Dozen 2
National Lampoon's Loaded Weapon 1
Ghost Ship
Scrooged
The Italian Job
She's the Man
Black Christmas
Mad Max
Les triplettes de Belleville
Flyboys
Glory
The Jacket
Crocodile Dundee
Infamous
Sideways
The Black Dahlia
Little Nicky
Gone in Sixty Seconds
Pulse
Bubble Boy
Igby Goes Down
New York Stories
Hollywood Ending
Assassins
Children of Men
Lady in the Water
The Lost City
North Country
Bound by Honor
The Last Legion
Swordfish
Bubba Ho-tep
My Summer of Love
Holy Man
Hope Floats
Everyone Says I Love You
Talladega Nights: The Ballad of Ricky Bobby
Friday the 13th Part 2
A Good Year
Friday the 13th Part III
Where the Truth Lies
Friday the 13th: The Final Chapter
Friday the 13th: A New Beginning
Bad Boys
Unbreakable
Kundun
Firewall
Cellular
Epic Movie
Step Up
Goal!: The Dream Begins
Gridiron Gang
The Break-Up
Mad City
Air Force One
Head of State
Serendipity
The Sisterhood of the Traveling Pants
Detroit Rock City
The Night Listener
Sublime
Lords of Dogtown
The Hills Have Eyes
The Hills Have Eyes II
Employee of the Month
Enemy of the State
The Fast and the Furious
Philadelphia
Bridget Jones: The Edge of Reason
The Rock
Waterworld
The Incredibles
Let's Go to Prison
The Quiet
Save the Last Dance
Marvin's Room
The Mighty
Mighty Joe Young
Mortal Kombat: Annihilation
Mystery Men
Lake Placid
The Phantom
United 93
The Phantom of the Opera
Happy Feet
The Prince of Egypt
Beyond Borders
School for Scoundrels
My Favorite Martian
Patriot Games
Forgetting Sarah Marshall
Urban Legend
Striptease
The Princess Diaries
The Siege
Collateral Damage
Shallow Hal
The Stepford Wives
Sleepover
The Cable Guy
Man of the Year
Rat Race
The Producers
Grandma's Boy
Wrong Turn
The Hoax
The Ant Bully
Barnyard
The World's Fastest Indian
The Skeleton Key
The Last Sin Eater
Glory Road
How to Lose a Guy in 10 Days
Ultraviolet
The Postman
Domino
Robots
Legal Eagles
Analyze That
Major League
The Pelican Brief
Vampires
End of Days
Elektra
Find Me Guilty
Rescue Dawn
The Covenant
Blades of Glory
The Benchwarmers
The Good Girl
Premonition
Deck the Halls
Curious George
Stormbreaker
Kicking & Screaming
Chicken Little
Charlotte's Web
Beerfest
Antitrust
Mean Machine
Arthur et les Minimoys
The Saint
An American Haunting
Cursed
Peggy Sue Got Married
A Nightmare on Elm Street Part 2: Freddy's Revenge
Ghosts of Mars
The Wraith
The Pacifier
My Sister's Keeper
Just My Luck
Unleashed
Honey
Very Bad Things
Good Luck Chuck
High Heels and Low Lifes
Miss Congeniality 2: Armed and Fabulous
Banlieue 13
Joan of Arc
Stealth
Get Over It
Dragonfly
When a Stranger Calls
Spy Kids
Get Rich or Die Tryin'
Escape from L.A.
The Amityville Horror
House of Wax
The Shaggy Dog
Nine 1/2 Weeks
Stay Alive
Feast
The Brothers Solomon
A Nightmare on Elm Street 3: Dream Warriors
Date Movie
Hot Rod
Blood and Chocolate
A Sound of Thunder
Reno 911!: Miami
Cry_Wolf
13 Going on 30
Saints and Soldiers
Stick It
Action Jackson
A Nightmare on Elm Street 4: The Dream Master
Talk Radio
Cypher
Road House
The Golden Child
Stuart Little
Iron Man 2
Milk
The Chronicles of Narnia: The Voyage of the Dawn Treader
Bad Santa
Dumb and Dumberer: When Harry Met Lloyd
Sphere
Mickey Blue Eyes
History of the World: Part I
The Rundown
A Nightmare on Elm Street 5: The Dream Child
Waking Ned
The Lawnmower Man
Half Past Dead
The Ice Pirates
Frozen River
He's Just Not That Into You
The Midnight Meat Train
The Rocker
Swing Vote
The Sisterhood of the Traveling Pants 2
Pineapple Express
How to Train Your Dragon
Shrek Forever After
Toy Story 3
Thor
The Last Airbender
Nine
The Princess and the Frog
The Tale of Despereaux
The Day the Earth Stood Still
Yes Man
Bedtime Stories
Around the World in 80 Days
Message in a Bottle
Muppets from Space
Ravenous
Son of the Mask
Sliding Doors
The Sweet Hereafter
Swingers
Snow Falling on Cedars
Rounders
A Simple Plan
